,year,month,day,hour,AEP_MW
13628,2017,7,22,0,16245.0
13629,2017,7,22,1,15146.0
13630,2017,7,22,2,14218.0
13631,2017,7,22,3,13692.0
13632,2017,7,22,4,13238.0
13633,2017,7,22,5,13040.0
13634,2017,7,22,6,13174.0
13635,2017,7,22,7,13332.0
13636,2017,7,22,8,13754.0
13637,2017,7,22,9,14504.0
13638,2017,7,22,10,15433.0
13639,2017,7,22,11,16216.0
13640,2017,7,22,12,17059.0
13641,2017,7,22,13,17947.0
13642,2017,7,22,14,18294.0
13643,2017,7,22,15,18684.0
13644,2017,7,22,16,19069.0
13645,2017,7,22,17,19238.0
13646,2017,7,22,18,19344.0
13647,2017,7,22,19,19362.0
13648,2017,7,22,20,18908.0
13649,2017,7,22,21,18211.0
13650,2017,7,22,22,17836.0
13651,2017,7,22,23,16892.0
13652,2017,7,23,0,15612.0
13653,2017,7,23,1,14546.0
13654,2017,7,23,2,13776.0
13655,2017,7,23,3,13222.0
13656,2017,7,23,4,12901.0
13657,2017,7,23,5,12549.0
13658,2017,7,23,6,12535.0
13659,2017,7,23,7,12523.0
13660,2017,7,23,8,12792.0
13661,2017,7,23,9,13529.0
13662,2017,7,23,10,14242.0
13663,2017,7,23,11,15067.0
13664,2017,7,23,12,15810.0
13665,2017,7,23,13,16518.0
13666,2017,7,23,14,16992.0
13667,2017,7,23,15,17435.0
13668,2017,7,23,16,17800.0
13669,2017,7,23,17,18164.0
13670,2017,7,23,18,18308.0
13671,2017,7,23,19,18040.0
13672,2017,7,23,20,17555.0
13673,2017,7,23,21,17099.0
13674,2017,7,23,22,16803.0
13675,2017,7,23,23,15867.0
13676,2017,7,24,0,14723.0
13677,2017,7,24,1,13837.0
13678,2017,7,24,2,13158.0
13679,2017,7,24,3,12717.0
13680,2017,7,24,4,12467.0
13681,2017,7,24,5,12534.0
13682,2017,7,24,6,12960.0
13683,2017,7,24,7,13739.0
13684,2017,7,24,8,14560.0
13685,2017,7,24,9,15496.0
13686,2017,7,24,10,16324.0
13687,2017,7,24,11,17257.0
13688,2017,7,24,12,18015.0
13689,2017,7,24,13,18656.0
13690,2017,7,24,14,19295.0
13691,2017,7,24,15,19548.0
13692,2017,7,24,16,19730.0
13693,2017,7,24,17,19684.0
13694,2017,7,24,18,19464.0
13695,2017,7,24,19,18970.0
13696,2017,7,24,20,18294.0
13697,2017,7,24,21,17649.0
13698,2017,7,24,22,17187.0
13699,2017,7,24,23,15976.0
13700,2017,7,25,0,14659.0
13701,2017,7,25,1,13569.0
13702,2017,7,25,2,12822.0
13703,2017,7,25,3,12310.0
13704,2017,7,25,4,12149.0
13705,2017,7,25,5,12149.0
13706,2017,7,25,6,12546.0
13707,2017,7,25,7,13154.0
13708,2017,7,25,8,13741.0
13709,2017,7,25,9,14613.0
13710,2017,7,25,10,15135.0
13711,2017,7,25,11,15839.0
13712,2017,7,25,12,16439.0
13713,2017,7,25,13,17008.0
13714,2017,7,25,14,17521.0
13715,2017,7,25,15,17977.0
13716,2017,7,25,16,18227.0
13717,2017,7,25,17,18412.0
13718,2017,7,25,18,18480.0
13719,2017,7,25,19,18274.0
13720,2017,7,25,20,17745.0
13721,2017,7,25,21,17070.0
13722,2017,7,25,22,16687.0
13723,2017,7,25,23,15510.0
13724,2017,7,26,0,14216.0
13725,2017,7,26,1,13176.0
13726,2017,7,26,2,12440.0
13727,2017,7,26,3,11994.0
13728,2017,7,26,4,11787.0
13729,2017,7,26,5,11881.0
13730,2017,7,26,6,12247.0
13731,2017,7,26,7,12944.0
13732,2017,7,26,8,13617.0
13733,2017,7,26,9,14345.0
13734,2017,7,26,10,15008.0
13735,2017,7,26,11,15818.0
13736,2017,7,26,12,16486.0
13737,2017,7,26,13,17318.0
13738,2017,7,26,14,18115.0
13739,2017,7,26,15,18726.0
13740,2017,7,26,16,19228.0
13741,2017,7,26,17,19552.0
13742,2017,7,26,18,19673.0
13743,2017,7,26,19,19325.0
13744,2017,7,26,20,18750.0
13745,2017,7,26,21,18071.0
13746,2017,7,26,22,17738.0
13747,2017,7,26,23,16520.0
13748,2017,7,27,0,15126.0
13749,2017,7,27,1,13943.0
13750,2017,7,27,2,13267.0
13751,2017,7,27,3,12806.0
13752,2017,7,27,4,12518.0
13753,2017,7,27,5,12593.0
13754,2017,7,27,6,13113.0
13755,2017,7,27,7,13896.0
13756,2017,7,27,8,14612.0
13757,2017,7,27,9,15277.0
13758,2017,7,27,10,16143.0
13759,2017,7,27,11,17002.0
13760,2017,7,27,12,17674.0
13761,2017,7,27,13,18030.0
13762,2017,7,27,14,18506.0
13763,2017,7,27,15,18516.0
13764,2017,7,27,16,18309.0
13765,2017,7,27,17,18272.0
13766,2017,7,27,18,18079.0
13767,2017,7,27,19,17835.0
13768,2017,7,27,20,17471.0
13769,2017,7,27,21,17110.0
13770,2017,7,27,22,16960.0
13771,2017,7,27,23,16050.0
13772,2017,7,28,0,14897.0
13773,2017,7,28,1,13940.0
13774,2017,7,28,2,13160.0
13775,2017,7,28,3,12731.0
13776,2017,7,28,4,12513.0
13777,2017,7,28,5,12678.0
13778,2017,7,28,6,13051.0
13779,2017,7,28,7,13920.0
13780,2017,7,28,8,14435.0
13781,2017,7,28,9,15169.0
13782,2017,7,28,10,15767.0
13783,2017,7,28,11,16459.0
13784,2017,7,28,12,17155.0
13785,2017,7,28,13,17521.0
13786,2017,7,28,14,17926.0
13787,2017,7,28,15,18033.0
13788,2017,7,28,16,18091.0
13789,2017,7,28,17,18056.0
13790,2017,7,28,18,17938.0
13791,2017,7,28,19,17476.0
13792,2017,7,28,20,16834.0
13793,2017,7,28,21,16197.0
13794,2017,7,28,22,15899.0
13795,2017,7,28,23,14889.0
13796,2017,7,29,0,13778.0
13797,2017,7,29,1,12834.0
13798,2017,7,29,2,12150.0
13799,2017,7,29,3,11678.0
13800,2017,7,29,4,11415.0
13801,2017,7,29,5,11260.0
13802,2017,7,29,6,11348.0
13803,2017,7,29,7,11517.0
13804,2017,7,29,8,11783.0
13805,2017,7,29,9,12525.0
13806,2017,7,29,10,13030.0
13807,2017,7,29,11,13547.0
13808,2017,7,29,12,13965.0
13809,2017,7,29,13,14288.0
13810,2017,7,29,14,14496.0
13811,2017,7,29,15,14562.0
13812,2017,7,29,16,14914.0
13813,2017,7,29,17,15376.0
13814,2017,7,29,18,15584.0
13815,2017,7,29,19,15517.0
13816,2017,7,29,20,15150.0
13817,2017,7,29,21,14466.0
13818,2017,7,29,22,14250.0
13819,2017,7,29,23,13516.0
13820,2017,7,30,0,12545.0
13821,2017,7,30,1,11702.0
13822,2017,7,30,2,11069.0
13823,2017,7,30,3,10717.0
13824,2017,7,30,4,10435.0
13825,2017,7,30,5,10363.0
13826,2017,7,30,6,10469.0
13827,2017,7,30,7,10426.0
13828,2017,7,30,8,10690.0
13829,2017,7,30,9,11543.0
13830,2017,7,30,10,12402.0
13831,2017,7,30,11,13100.0
13832,2017,7,30,12,13692.0
13833,2017,7,30,13,14571.0
13834,2017,7,30,14,15212.0
13835,2017,7,30,15,15931.0
13836,2017,7,30,16,16407.0
13837,2017,7,30,17,16946.0
13838,2017,7,30,18,17206.0
13839,2017,7,30,19,17333.0
13840,2017,7,30,20,17019.0
13841,2017,7,30,21,16343.0
13842,2017,7,30,22,16061.0
13843,2017,7,30,23,14992.0
13844,2017,7,31,0,13872.0
13845,2017,7,31,1,12763.0
13846,2017,7,31,2,12090.0
13847,2017,7,31,3,11649.0
13848,2017,7,31,4,11556.0
13849,2017,7,31,5,11606.0
13850,2017,7,31,6,12209.0
13851,2017,7,31,7,12834.0
13852,2017,7,31,8,13615.0
13853,2017,7,31,9,14456.0
13854,2017,7,31,10,15370.0
13855,2017,7,31,11,16295.0
13856,2017,7,31,12,17134.0
13857,2017,7,31,13,18080.0
13858,2017,7,31,14,18830.0
13859,2017,7,31,15,19240.0
13860,2017,7,31,16,19549.0
13861,2017,7,31,17,19897.0
13862,2017,7,31,18,19992.0
13863,2017,7,31,19,19704.0
13864,2017,7,31,20,19077.0
13865,2017,7,31,21,18344.0
13866,2017,7,31,22,17759.0
13867,2017,7,31,23,16468.0
13868,2017,8,1,0,14900.0
13869,2017,8,1,1,13638.0
13870,2017,8,1,2,12897.0
13871,2017,8,1,3,12411.0
13872,2017,8,1,4,12076.0
13873,2017,8,1,5,12127.0
13874,2017,8,1,6,12586.0
13875,2017,8,1,7,13292.0
13876,2017,8,1,8,13965.0
13877,2017,8,1,9,14917.0
13878,2017,8,1,10,15830.0
13879,2017,8,1,11,16818.0
13880,2017,8,1,12,17585.0
13881,2017,8,1,13,18374.0
13882,2017,8,1,14,18920.0
13883,2017,8,1,15,19361.0
13884,2017,8,1,16,19621.0
13885,2017,8,1,17,19617.0
13886,2017,8,1,18,19463.0
13887,2017,8,1,19,19154.0
13888,2017,8,1,20,18500.0
13889,2017,8,1,21,17964.0
13890,2017,8,1,22,17493.0
13891,2017,8,1,23,16304.0
13892,2017,8,2,0,14868.0
13893,2017,8,2,1,13893.0
13894,2017,8,2,2,13103.0
13895,2017,8,2,3,12638.0
13896,2017,8,2,4,12210.0
13897,2017,8,2,5,12283.0
13898,2017,8,2,6,12708.0
13899,2017,8,2,7,13459.0
13900,2017,8,2,8,13982.0
13901,2017,8,2,9,14853.0
13902,2017,8,2,10,15683.0
13903,2017,8,2,11,16785.0
13904,2017,8,2,12,17618.0
13905,2017,8,2,13,18576.0
13906,2017,8,2,14,19347.0
13907,2017,8,2,15,19797.0
13908,2017,8,2,16,19921.0
13909,2017,8,2,17,19749.0
13910,2017,8,2,18,19585.0
13911,2017,8,2,19,19151.0
13912,2017,8,2,20,18495.0
13913,2017,8,2,21,17771.0
13914,2017,8,2,22,17220.0
13915,2017,8,2,23,16100.0
13916,2017,8,3,0,14812.0
13917,2017,8,3,1,13682.0
13918,2017,8,3,2,12841.0
13919,2017,8,3,3,12443.0
13920,2017,8,3,4,12213.0
13921,2017,8,3,5,12286.0
13922,2017,8,3,6,12714.0
13923,2017,8,3,7,13486.0
13924,2017,8,3,8,14240.0
13925,2017,8,3,9,14951.0
13926,2017,8,3,10,15980.0
13927,2017,8,3,11,16930.0
13928,2017,8,3,12,17963.0
13929,2017,8,3,13,18847.0
13930,2017,8,3,14,19693.0
13931,2017,8,3,15,20041.0
13932,2017,8,3,16,20092.0
13933,2017,8,3,17,20036.0
13934,2017,8,3,18,19801.0
13935,2017,8,3,19,19329.0
13936,2017,8,3,20,18705.0
13937,2017,8,3,21,18108.0
13938,2017,8,3,22,17544.0
13939,2017,8,3,23,16262.0
13940,2017,8,4,0,15045.0
13941,2017,8,4,1,13940.0
13942,2017,8,4,2,13230.0
13943,2017,8,4,3,12624.0
13944,2017,8,4,4,12410.0
13945,2017,8,4,5,12539.0
13946,2017,8,4,6,12997.0
13947,2017,8,4,7,13737.0
13948,2017,8,4,8,14356.0
13949,2017,8,4,9,15132.0
13950,2017,8,4,10,15815.0
13951,2017,8,4,11,16415.0
13952,2017,8,4,12,17020.0
13953,2017,8,4,13,17431.0
13954,2017,8,4,14,17607.0
13955,2017,8,4,15,17608.0
13956,2017,8,4,16,17323.0
13957,2017,8,4,17,17096.0
13958,2017,8,4,18,16794.0
13959,2017,8,4,19,16253.0
13960,2017,8,4,20,15625.0
13961,2017,8,4,21,15087.0
13962,2017,8,4,22,14657.0
13963,2017,8,4,23,13866.0
13964,2017,8,5,0,12732.0
13965,2017,8,5,1,11870.0
13966,2017,8,5,2,11339.0
13967,2017,8,5,3,10838.0
13968,2017,8,5,4,10639.0
13969,2017,8,5,5,10637.0
13970,2017,8,5,6,10795.0
13971,2017,8,5,7,10906.0
13972,2017,8,5,8,11201.0
13973,2017,8,5,9,11930.0
13974,2017,8,5,10,12620.0
13975,2017,8,5,11,13131.0
13976,2017,8,5,12,13508.0
13977,2017,8,5,13,13864.0
13978,2017,8,5,14,14088.0
13979,2017,8,5,15,14389.0
13980,2017,8,5,16,14661.0
13981,2017,8,5,17,15080.0
13982,2017,8,5,18,15180.0
13983,2017,8,5,19,14924.0
13984,2017,8,5,20,14400.0
13985,2017,8,5,21,14006.0
13986,2017,8,5,22,13855.0
13987,2017,8,5,23,12977.0
13988,2017,8,6,0,12181.0
13989,2017,8,6,1,11255.0
13990,2017,8,6,2,10746.0
13991,2017,8,6,3,10503.0
13992,2017,8,6,4,10231.0
13993,2017,8,6,5,10214.0
13994,2017,8,6,6,10267.0
13995,2017,8,6,7,10341.0
13996,2017,8,6,8,10611.0
13997,2017,8,6,9,11208.0
13998,2017,8,6,10,11750.0
13999,2017,8,6,11,12276.0
14000,2017,8,6,12,12732.0
14001,2017,8,6,13,13239.0
14002,2017,8,6,14,13621.0
14003,2017,8,6,15,13963.0
14004,2017,8,6,16,14139.0
14005,2017,8,6,17,14264.0
14006,2017,8,6,18,14330.0
14007,2017,8,6,19,14301.0
14008,2017,8,6,20,14115.0
14009,2017,8,6,21,14114.0
14010,2017,8,6,22,13991.0
14011,2017,8,6,23,13345.0
14012,2017,8,7,0,12477.0
14013,2017,8,7,1,11912.0
14014,2017,8,7,2,11497.0
14015,2017,8,7,3,11301.0
14016,2017,8,7,4,11215.0
14017,2017,8,7,5,11456.0
14018,2017,8,7,6,11984.0
14019,2017,8,7,7,12966.0
14020,2017,8,7,8,13566.0
14021,2017,8,7,9,13951.0
14022,2017,8,7,10,14427.0
14023,2017,8,7,11,14909.0
14024,2017,8,7,12,15285.0
14025,2017,8,7,13,15622.0
14026,2017,8,7,14,15979.0
14027,2017,8,7,15,16126.0
14028,2017,8,7,16,16245.0
14029,2017,8,7,17,16196.0
14030,2017,8,7,18,16176.0
14031,2017,8,7,19,16023.0
14032,2017,8,7,20,15749.0
14033,2017,8,7,21,15534.0
14034,2017,8,7,22,15324.0
14035,2017,8,7,23,14390.0
14036,2017,8,8,0,13335.0
14037,2017,8,8,1,12550.0
14038,2017,8,8,2,11990.0
14039,2017,8,8,3,11744.0
14040,2017,8,8,4,11473.0
14041,2017,8,8,5,11594.0
14042,2017,8,8,6,12122.0
14043,2017,8,8,7,12864.0
14044,2017,8,8,8,13448.0
14045,2017,8,8,9,14044.0
14046,2017,8,8,10,14547.0
14047,2017,8,8,11,15226.0
14048,2017,8,8,12,15654.0
14049,2017,8,8,13,16073.0
14050,2017,8,8,14,16730.0
14051,2017,8,8,15,16997.0
14052,2017,8,8,16,17358.0
14053,2017,8,8,17,17537.0
14054,2017,8,8,18,17585.0
14055,2017,8,8,19,17512.0
14056,2017,8,8,20,16818.0
14057,2017,8,8,21,16325.0
14058,2017,8,8,22,15886.0
14059,2017,8,8,23,14638.0
14060,2017,8,9,0,13399.0
14061,2017,8,9,1,12463.0
14062,2017,8,9,2,11866.0
14063,2017,8,9,3,11500.0
14064,2017,8,9,4,11259.0
14065,2017,8,9,5,11439.0
14066,2017,8,9,6,11841.0
14067,2017,8,9,7,12679.0
14068,2017,8,9,8,13188.0
14069,2017,8,9,9,13725.0
14070,2017,8,9,10,14356.0
14071,2017,8,9,11,15157.0
14072,2017,8,9,12,15795.0
14073,2017,8,9,13,16469.0
14074,2017,8,9,14,17175.0
14075,2017,8,9,15,17625.0
14076,2017,8,9,16,18047.0
14077,2017,8,9,17,18322.0
14078,2017,8,9,18,18392.0
14079,2017,8,9,19,18171.0
14080,2017,8,9,20,17463.0
14081,2017,8,9,21,16880.0
14082,2017,8,9,22,16420.0
14083,2017,8,9,23,15175.0
14084,2017,8,10,0,13847.0
14085,2017,8,10,1,12831.0
14086,2017,8,10,2,12198.0
14087,2017,8,10,3,11740.0
14088,2017,8,10,4,11543.0
14089,2017,8,10,5,11567.0
14090,2017,8,10,6,12168.0
14091,2017,8,10,7,13006.0
14092,2017,8,10,8,13523.0
14093,2017,8,10,9,14145.0
14094,2017,8,10,10,14832.0
14095,2017,8,10,11,15575.0
14096,2017,8,10,12,16128.0
14097,2017,8,10,13,16636.0
14098,2017,8,10,14,17078.0
14099,2017,8,10,15,17385.0
14100,2017,8,10,16,17378.0
14101,2017,8,10,17,17589.0
14102,2017,8,10,18,17629.0
14103,2017,8,10,19,17436.0
14104,2017,8,10,20,17046.0
14105,2017,8,10,21,16801.0
14106,2017,8,10,22,16529.0
14107,2017,8,10,23,15353.0
14108,2017,8,11,0,14213.0
14109,2017,8,11,1,13232.0
14110,2017,8,11,2,12597.0
14111,2017,8,11,3,12199.0
14112,2017,8,11,4,12066.0
14113,2017,8,11,5,12187.0
14114,2017,8,11,6,12625.0
14115,2017,8,11,7,13620.0
14116,2017,8,11,8,14141.0
14117,2017,8,11,9,14814.0
14118,2017,8,11,10,15376.0
14119,2017,8,11,11,16211.0
14120,2017,8,11,12,16953.0
14121,2017,8,11,13,17617.0
14122,2017,8,11,14,18135.0
14123,2017,8,11,15,18304.0
14124,2017,8,11,16,18119.0
14125,2017,8,11,17,17825.0
14126,2017,8,11,18,17551.0
14127,2017,8,11,19,17046.0
14128,2017,8,11,20,16377.0
14129,2017,8,11,21,16157.0
14130,2017,8,11,22,15918.0
14131,2017,8,11,23,14869.0
14132,2017,8,12,0,13806.0
14133,2017,8,12,1,12794.0
14134,2017,8,12,2,12206.0
14135,2017,8,12,3,11783.0
14136,2017,8,12,4,11465.0
14137,2017,8,12,5,11461.0
14138,2017,8,12,6,11563.0
14139,2017,8,12,7,11803.0
14140,2017,8,12,8,12081.0
14141,2017,8,12,9,12800.0
14142,2017,8,12,10,13693.0
14143,2017,8,12,11,14398.0
14144,2017,8,12,12,15047.0
14145,2017,8,12,13,15620.0
14146,2017,8,12,14,16055.0
14147,2017,8,12,15,16290.0
14148,2017,8,12,16,16430.0
14149,2017,8,12,17,16591.0
14150,2017,8,12,18,16553.0
14151,2017,8,12,19,16277.0
14152,2017,8,12,20,15753.0
14153,2017,8,12,21,15200.0
14154,2017,8,12,22,14841.0
14155,2017,8,12,23,13926.0
14156,2017,8,13,0,12862.0
14157,2017,8,13,1,12039.0
14158,2017,8,13,2,11367.0
14159,2017,8,13,3,10957.0
14160,2017,8,13,4,10778.0
14161,2017,8,13,5,10669.0
14162,2017,8,13,6,10627.0
14163,2017,8,13,7,10702.0
14164,2017,8,13,8,11017.0
14165,2017,8,13,9,11713.0
14166,2017,8,13,10,12546.0
14167,2017,8,13,11,13266.0
14168,2017,8,13,12,13987.0
14169,2017,8,13,13,14719.0
14170,2017,8,13,14,15342.0
14171,2017,8,13,15,15803.0
14172,2017,8,13,16,16183.0
14173,2017,8,13,17,16664.0
14174,2017,8,13,18,16869.0
14175,2017,8,13,19,16717.0
14176,2017,8,13,20,16200.0
14177,2017,8,13,21,15875.0
14178,2017,8,13,22,15472.0
14179,2017,8,13,23,14427.0
14180,2017,8,14,0,13463.0
14181,2017,8,14,1,12627.0
14182,2017,8,14,2,12118.0
14183,2017,8,14,3,11721.0
14184,2017,8,14,4,11485.0
14185,2017,8,14,5,11703.0
14186,2017,8,14,6,12183.0
14187,2017,8,14,7,13257.0
14188,2017,8,14,8,13922.0
14189,2017,8,14,9,14577.0
14190,2017,8,14,10,15063.0
14191,2017,8,14,11,15712.0
14192,2017,8,14,12,16440.0
14193,2017,8,14,13,17087.0
14194,2017,8,14,14,17749.0
14195,2017,8,14,15,18215.0
14196,2017,8,14,16,18429.0
14197,2017,8,14,17,18620.0
14198,2017,8,14,18,18706.0
14199,2017,8,14,19,18414.0
14200,2017,8,14,20,17869.0
14201,2017,8,14,21,17722.0
14202,2017,8,14,22,17288.0
14203,2017,8,14,23,16045.0
14204,2017,8,15,0,14734.0
14205,2017,8,15,1,13767.0
14206,2017,8,15,2,13138.0
14207,2017,8,15,3,12718.0
14208,2017,8,15,4,12511.0
14209,2017,8,15,5,12570.0
14210,2017,8,15,6,13086.0
14211,2017,8,15,7,14052.0
14212,2017,8,15,8,14501.0
14213,2017,8,15,9,15185.0
14214,2017,8,15,10,16024.0
14215,2017,8,15,11,17005.0
14216,2017,8,15,12,17751.0
14217,2017,8,15,13,18463.0
14218,2017,8,15,14,19148.0
14219,2017,8,15,15,19377.0
14220,2017,8,15,16,19491.0
14221,2017,8,15,17,19986.0
14222,2017,8,15,18,20221.0
14223,2017,8,15,19,19979.0
14224,2017,8,15,20,19443.0
14225,2017,8,15,21,18914.0
14226,2017,8,15,22,18291.0
14227,2017,8,15,23,16774.0
14228,2017,8,16,0,15396.0
14229,2017,8,16,1,14210.0
14230,2017,8,16,2,13315.0
14231,2017,8,16,3,12880.0
14232,2017,8,16,4,12463.0
14233,2017,8,16,5,12571.0
14234,2017,8,16,6,13010.0
14235,2017,8,16,7,13958.0
14236,2017,8,16,8,14423.0
14237,2017,8,16,9,15135.0
14238,2017,8,16,10,16090.0
14239,2017,8,16,11,17211.0
14240,2017,8,16,12,18210.0
14241,2017,8,16,13,19054.0
14242,2017,8,16,14,19918.0
14243,2017,8,16,15,20464.0
14244,2017,8,16,16,20809.0
14245,2017,8,16,17,20945.0
14246,2017,8,16,18,20822.0
14247,2017,8,16,19,20483.0
14248,2017,8,16,20,20043.0
14249,2017,8,16,21,19517.0
14250,2017,8,16,22,18931.0
14251,2017,8,16,23,17520.0
14252,2017,8,17,0,16075.0
14253,2017,8,17,1,14877.0
14254,2017,8,17,2,13997.0
14255,2017,8,17,3,13478.0
14256,2017,8,17,4,13228.0
14257,2017,8,17,5,13286.0
14258,2017,8,17,6,13746.0
14259,2017,8,17,7,14842.0
14260,2017,8,17,8,15508.0
14261,2017,8,17,9,16290.0
14262,2017,8,17,10,17077.0
14263,2017,8,17,11,18175.0
14264,2017,8,17,12,19150.0
14265,2017,8,17,13,19981.0
14266,2017,8,17,14,20685.0
14267,2017,8,17,15,20918.0
14268,2017,8,17,16,20760.0
14269,2017,8,17,17,20795.0
14270,2017,8,17,18,20452.0
14271,2017,8,17,19,19983.0
14272,2017,8,17,20,19288.0
14273,2017,8,17,21,18945.0
14274,2017,8,17,22,18470.0
14275,2017,8,17,23,17203.0
14276,2017,8,18,0,15850.0
14277,2017,8,18,1,14910.0
14278,2017,8,18,2,14131.0
14279,2017,8,18,3,13650.0
14280,2017,8,18,4,13353.0
14281,2017,8,18,5,13355.0
14282,2017,8,18,6,13976.0
14283,2017,8,18,7,15138.0
14284,2017,8,18,8,15654.0
14285,2017,8,18,9,16351.0
14286,2017,8,18,10,17107.0
14287,2017,8,18,11,17947.0
14288,2017,8,18,12,18474.0
14289,2017,8,18,13,18921.0
14290,2017,8,18,14,19519.0
14291,2017,8,18,15,19801.0
14292,2017,8,18,16,19847.0
14293,2017,8,18,17,19765.0
14294,2017,8,18,18,19524.0
14295,2017,8,18,19,18980.0
14296,2017,8,18,20,18179.0
14297,2017,8,18,21,17481.0
14298,2017,8,18,22,16964.0
14299,2017,8,18,23,15695.0
14300,2017,8,19,0,14457.0
14301,2017,8,19,1,13355.0
14302,2017,8,19,2,12667.0
14303,2017,8,19,3,12149.0
14304,2017,8,19,4,11769.0
14305,2017,8,19,5,11612.0
14306,2017,8,19,6,11721.0
14307,2017,8,19,7,11989.0
14308,2017,8,19,8,12133.0
14309,2017,8,19,9,13071.0
14310,2017,8,19,10,14042.0
14311,2017,8,19,11,15121.0
14312,2017,8,19,12,15996.0
14313,2017,8,19,13,16848.0
14314,2017,8,19,14,17440.0
14315,2017,8,19,15,17904.0
14316,2017,8,19,16,18133.0
14317,2017,8,19,17,18293.0
14318,2017,8,19,18,18224.0
14319,2017,8,19,19,17879.0
14320,2017,8,19,20,17082.0
14321,2017,8,19,21,16464.0
14322,2017,8,19,22,15916.0
14323,2017,8,19,23,14800.0
14324,2017,8,20,0,13544.0
14325,2017,8,20,1,12503.0
14326,2017,8,20,2,11949.0
14327,2017,8,20,3,11468.0
14328,2017,8,20,4,11159.0
14329,2017,8,20,5,10903.0
14330,2017,8,20,6,10987.0
14331,2017,8,20,7,11160.0
14332,2017,8,20,8,11314.0
14333,2017,8,20,9,12250.0
14334,2017,8,20,10,13353.0
14335,2017,8,20,11,14414.0
14336,2017,8,20,12,15501.0
14337,2017,8,20,13,16574.0
14338,2017,8,20,14,17491.0
14339,2017,8,20,15,18094.0
14340,2017,8,20,16,18635.0
14341,2017,8,20,17,19069.0
14342,2017,8,20,18,19249.0
14343,2017,8,20,19,19118.0
14344,2017,8,20,20,18559.0
14345,2017,8,20,21,18218.0
14346,2017,8,20,22,17667.0
14347,2017,8,20,23,16385.0
14348,2017,8,21,0,15049.0
14349,2017,8,21,1,14085.0
14350,2017,8,21,2,13379.0
14351,2017,8,21,3,12951.0
14352,2017,8,21,4,12767.0
14353,2017,8,21,5,12838.0
14354,2017,8,21,6,13439.0
14355,2017,8,21,7,14513.0
14356,2017,8,21,8,15227.0
14357,2017,8,21,9,15949.0
14358,2017,8,21,10,17046.0
14359,2017,8,21,11,18274.0
14360,2017,8,21,12,19486.0
14361,2017,8,21,13,20403.0
14362,2017,8,21,14,21035.0
14363,2017,8,21,15,20089.0
14364,2017,8,21,16,20216.0
14365,2017,8,21,17,20785.0
14366,2017,8,21,18,20893.0
14367,2017,8,21,19,20626.0
14368,2017,8,21,20,19957.0
14369,2017,8,21,21,19714.0
14370,2017,8,21,22,18885.0
14371,2017,8,21,23,17478.0
14372,2017,8,22,0,15959.0
14373,2017,8,22,1,14823.0
14374,2017,8,22,2,14168.0
14375,2017,8,22,3,13579.0
14376,2017,8,22,4,13405.0
14377,2017,8,22,5,13462.0
14378,2017,8,22,6,14012.0
14379,2017,8,22,7,15147.0
14380,2017,8,22,8,15745.0
14381,2017,8,22,9,16317.0
14382,2017,8,22,10,17164.0
14383,2017,8,22,11,18105.0
14384,2017,8,22,12,18904.0
14385,2017,8,22,13,19552.0
14386,2017,8,22,14,19775.0
14387,2017,8,22,15,19839.0
14388,2017,8,22,16,19464.0
14389,2017,8,22,17,19363.0
14390,2017,8,22,18,19316.0
14391,2017,8,22,19,18995.0
14392,2017,8,22,20,18415.0
14393,2017,8,22,21,18194.0
14394,2017,8,22,22,17582.0
14395,2017,8,22,23,16062.0
14396,2017,8,23,0,14515.0
14397,2017,8,23,1,13727.0
14398,2017,8,23,2,13067.0
14399,2017,8,23,3,12632.0
14400,2017,8,23,4,12236.0
14401,2017,8,23,5,12336.0
14402,2017,8,23,6,12930.0
14403,2017,8,23,7,13918.0
14404,2017,8,23,8,14400.0
14405,2017,8,23,9,14840.0
14406,2017,8,23,10,15376.0
14407,2017,8,23,11,16032.0
14408,2017,8,23,12,16610.0
14409,2017,8,23,13,17006.0
14410,2017,8,23,14,17461.0
14411,2017,8,23,15,17688.0
14412,2017,8,23,16,17822.0
14413,2017,8,23,17,18046.0
14414,2017,8,23,18,17856.0
14415,2017,8,23,19,17546.0
14416,2017,8,23,20,16912.0
14417,2017,8,23,21,16627.0
14418,2017,8,23,22,16028.0
14419,2017,8,23,23,14647.0
14420,2017,8,24,0,13485.0
14421,2017,8,24,1,12469.0
14422,2017,8,24,2,11943.0
14423,2017,8,24,3,11657.0
14424,2017,8,24,4,11439.0
14425,2017,8,24,5,11558.0
14426,2017,8,24,6,12191.0
14427,2017,8,24,7,13315.0
14428,2017,8,24,8,13701.0
14429,2017,8,24,9,14124.0
14430,2017,8,24,10,14550.0
14431,2017,8,24,11,15071.0
14432,2017,8,24,12,15362.0
14433,2017,8,24,13,15870.0
14434,2017,8,24,14,16191.0
14435,2017,8,24,15,16150.0
14436,2017,8,24,16,16317.0
14437,2017,8,24,17,16375.0
14438,2017,8,24,18,16236.0
14439,2017,8,24,19,15903.0
14440,2017,8,24,20,15488.0
14441,2017,8,24,21,15426.0
14442,2017,8,24,22,14945.0
14443,2017,8,24,23,13942.0
14444,2017,8,25,0,12712.0
14445,2017,8,25,1,11938.0
14446,2017,8,25,2,11583.0
14447,2017,8,25,3,11295.0
14448,2017,8,25,4,11060.0
14449,2017,8,25,5,11206.0
